distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
5,X,q4_7,1,mwpm,-,20000,14,0.0007,0.0006999999999999784,0.002805305877700448,
5,X,q4_7,10,mwpm,-,20000,830,0.0415,0.004313674824534708,0.11130721191875637,
5,X,q4_7,13,mwpm,-,20000,1127,0.05635,0.004577842829858736,0.149770860793069,
5,X,q4_7,30,mwpm,-,20000,2474,0.1237,0.004714654653275141,0.36902861506678164,
5,X,q4_7,50,mwpm,-,20000,3807,0.19035,0.004768767924251349,0.6258256090804935,
5,X,q4_7,70,mwpm,-,20000,4997,0.24985,0.004922376858960964,0.8981097049545497,
5,X,q4_7,90,mwpm,-,20000,5943,0.29715,0.004986860776370394,1.1858720008749515,
5,X,q4_7,110,mwpm,-,20000,6654,0.3327,0.004951769109885873,1.4412513328716159,
5,X,q4_7,130,mwpm,-,20000,7113,0.35565,0.004755575427035252,1.7512476409319788,
5,X,q4_7,150,mwpm,-,20000,7706,0.3853,0.004883620718860893,2.139374271966517,
5,X,q4_7,170,mwpm,-,20000,8173,0.40865,0.004974820516369771,2.299825105117634,
5,X,q4_7,190,mwpm,-,20000,8571,0.42855,0.005093901403024681,2.730753595009446,
5,X,q4_7,210,mwpm,-,20000,8843,0.44215,0.005108850588188885,2.900708874920383,
5,X,q4_7,230,mwpm,-,20000,8984,0.4492,0.004946482221379611,3.213975792983547,
5,X,q4_7,250,mwpm,-,20000,9163,0.45815,0.004936501957080008,3.5098287109285593,
