distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
5,Z,q8_7,1,mwpm,-,20000,23,0.00115,0.0011499999999999844,0.0031764230225235224,
5,Z,q8_7,10,mwpm,-,20000,924,0.0462,0.004824153066207371,0.12759864586405456,
5,Z,q8_7,13,mwpm,-,20000,1262,0.0631,0.005161777496593523,0.1710199499502778,
5,Z,q8_7,30,mwpm,-,20000,2829,0.14145,0.005511728697246088,0.4294551988132298,
5,Z,q8_7,50,mwpm,-,20000,4379,0.21895,0.005727695876365957,0.7233017948456109,
5,Z,q8_7,70,mwpm,-,20000,5373,0.26865,0.005474639043707874,1.038629218004644,
5,Z,q8_7,90,mwpm,-,20000,6452,0.3226,0.005723659919992519,1.3631752880755812,
5,Z,q8_7,110,mwpm,-,20000,7033,0.35165,0.005492490475639433,1.653662412893027,
5,Z,q8_7,130,mwpm,-,20000,7819,0.39095,0.005822759183960413,1.9976423520129174,
5,Z,q8_7,150,mwpm,-,20000,8253,0.41265,0.005781926220986888,2.3233495610766113,
5,Z,q8_7,170,mwpm,-,20000,8560,0.428,0.005667464396449384,2.634985809912905,
5,Z,q8_7,190,mwpm,-,20000,8920,0.446,0.005822735608391527,3.080093828961253,
5,Z,q8_7,210,mwpm,-,20000,9001,0.45005,0.0054547550605437145,3.2742069410160184,
5,Z,q8_7,230,mwpm,-,20000,9364,0.4682,0.005953708151296755,3.714749628910795,
5,Z,q8_7,250,mwpm,-,20000,9493,0.47465,0.0059282344898620165,3.9612748629879206,
