distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
3,Z,q6_7,1,mwpm,-,20000,64,0.0032,0.0031999999999999806,0.0008154090028256178,
3,Z,q6_7,10,mwpm,-,20000,2048,0.1024,0.011327790707873597,0.019360072910785675,
3,Z,q6_7,13,mwpm,-,20000,2574,0.1287,0.011316048394126421,0.027903276029974222,
3,Z,q6_7,30,mwpm,-,20000,4893,0.24465,0.011075050473748793,0.06340763391926885,
3,Z,q6_7,50,mwpm,-,20000,7029,0.35145,0.011990746144540265,0.10603456804528832,
3,Z,q6_7,70,mwpm,-,20000,8128,0.4064,0.011826305477544374,0.14992737700231373,
3,Z,q6_7,90,mwpm,-,20000,8832,0.4416,0.011788215615049336,0.19382298598065972,
3,Z,q6_7,110,mwpm,-,20000,9380,0.469,0.012480774463063615,0.2408520330209285,
3,Z,q6_7,130,mwpm,-,20000,9596,0.4798,0.012190941285149859,0.28041241597384214,
3,Z,q6_7,150,mwpm,-,20000,9670,0.4835,0.011242504632586747,0.3317687641829252,
3,Z,q6_7,170,mwpm,-,20000,9826,0.4913,0.011774685294925369,0.3668663559947163,
3,Z,q6_7,190,mwpm,-,20000,9858,0.4929,0.011071665713420609,0.41401804704219103,
3,Z,q6_7,210,mwpm,-,20000,9981,0.49905,0.014698439112067752,0.4579589369241148,
3,Z,q6_7,230,mwpm,-,20000,9910,0.4955,0.010136132951856502,0.5158687268849462,
3,Z,q6_7,250,mwpm,-,20000,9951,0.49755,0.01052469163878167,0.5502907279878855,
