distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
5,X,q8_7,1,mwpm,-,20000,11,0.00055,0.0005499999999999949,0.0031281979754567146,
5,X,q8_7,10,mwpm,-,20000,915,0.04575,0.004775072026085347,0.12852022796869278,
5,X,q8_7,13,mwpm,-,20000,1232,0.0616,0.00503129811533537,0.1704269489273429,
5,X,q8_7,30,mwpm,-,20000,2741,0.13705,0.005310645978442274,0.4205778040923178,
5,X,q8_7,50,mwpm,-,20000,4242,0.2121,0.005489590990165494,0.7207177130039781,
5,X,q8_7,70,mwpm,-,20000,5351,0.26755,0.005441127225292053,1.038283810019493,
5,X,q8_7,90,mwpm,-,20000,6309,0.31545,0.005506606512120149,1.3376967201475054,
5,X,q8_7,110,mwpm,-,20000,6943,0.34715,0.005358133859961978,1.6393681219778955,
5,X,q8_7,130,mwpm,-,20000,7566,0.3783,0.005405373856475326,1.9903693329542875,
5,X,q8_7,150,mwpm,-,20000,8208,0.4104,0.005698125156251843,2.325402098009363,
5,X,q8_7,170,mwpm,-,20000,8595,0.42975,0.005739008941257839,2.734306517057121,
5,X,q8_7,190,mwpm,-,20000,8729,0.43645,0.005399010453207398,2.9822861501015723,
5,X,q8_7,210,mwpm,-,20000,9032,0.4516,0.0055289847135780446,3.3484786690678447,
5,X,q8_7,230,mwpm,-,20000,9214,0.4607,0.005498636224909814,3.813571240985766,
5,X,q8_7,250,mwpm,-,20000,9436,0.4718,0.005717629573599836,4.004371248185635,
