distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
5,X,q6_9,1,mwpm,-,20000,18,0.0009,0.0009000000000000119,0.0035087019205093384,
5,X,q6_9,10,mwpm,-,20000,1112,0.0556,0.005859547115884545,0.1310648308135569,
5,X,q6_9,13,mwpm,-,20000,1369,0.06845,0.005630546135856507,0.17622785200364888,
5,X,q6_9,30,mwpm,-,20000,3199,0.15995,0.006384149556334651,0.434004905866459,
5,X,q6_9,50,mwpm,-,20000,4787,0.23935,0.0064720435166530366,0.7395365331321955,
5,X,q6_9,70,mwpm,-,20000,5986,0.2993,0.006477651517190985,1.0709689371287823,
5,X,q6_9,90,mwpm,-,20000,6998,0.3499,0.006640544138925286,1.367256490048021,
5,X,q6_9,110,mwpm,-,20000,7755,0.38775,0.00674446070260365,1.7052900129929185,
5,X,q6_9,130,mwpm,-,20000,8230,0.4115,0.006615861734877271,2.055186582962051,
5,X,q6_9,150,mwpm,-,20000,8571,0.42855,0.006443488585795132,2.463589428924024,
5,X,q6_9,170,mwpm,-,20000,9009,0.45045,0.006752883297030887,2.7639399180188775,
5,X,q6_9,190,mwpm,-,20000,9337,0.46685,0.00709021009608235,3.1368802590295672,
5,X,q6_9,210,mwpm,-,20000,9464,0.4732,0.006918841039320278,3.425994135905057,
5,X,q6_9,230,mwpm,-,20000,9469,0.47345,0.006341138788884371,3.8544083030428737,
5,X,q6_9,250,mwpm,-,20000,9769,0.48845,0.007479340588317562,4.435662023955956,
