distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
3,Z,q4_9,1,mwpm,-,20000,66,0.0033,0.003300000000000025,0.0010070530697703362,
3,Z,q4_9,10,mwpm,-,20000,2861,0.14305,0.016569838812014626,0.02374559291638434,
3,Z,q4_9,13,mwpm,-,20000,3578,0.1789,0.01674605045550892,0.031432501040399075,
3,Z,q4_9,30,mwpm,-,20000,6466,0.3233,0.017038821593483078,0.07697840291075408,
3,Z,q4_9,50,mwpm,-,20000,8326,0.4163,0.017557995318395914,0.13140694610774517,
3,Z,q4_9,70,mwpm,-,20000,9122,0.4561,0.01707791296206279,0.18632199615240097,
3,Z,q4_9,90,mwpm,-,20000,9656,0.4828,0.018374422701316617,0.24171616998501122,
3,Z,q4_9,110,mwpm,-,20000,9772,0.4886,0.016894324807477157,0.29583983100019395,
3,Z,q4_9,130,mwpm,-,20000,9941,0.49705,0.019356899939010408,0.3538362269755453,
3,Z,q4_9,150,mwpm,-,20000,9955,0.49775,0.017691679224691115,0.41492462484166026,
3,Z,q4_9,170,mwpm,-,20000,9823,0.49115,0.011725589090599398,0.46895828493870795,
3,Z,q4_9,190,mwpm,-,20000,10055,0.50275,0.5,0.5299216439016163,
3,Z,q4_9,210,mwpm,-,20000,9997,0.49985,0.018945378517108147,0.5853937389329076,
3,Z,q4_9,230,mwpm,-,20000,10003,0.50015,0.5,0.6429819238837808,
3,Z,q4_9,250,mwpm,-,20000,9999,0.49995,0.01808548818801492,0.6990235550329089,
