distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
3,Z,q4_5,1,mwpm,-,20000,84,0.0042,0.0041999999999999815,0.0009028499480336905,
3,Z,q4_5,10,mwpm,-,20000,1304,0.0652,0.006937518120357367,0.014199541881680489,
3,Z,q4_5,13,mwpm,-,20000,1648,0.0824,0.0068785570558642095,0.018953579012304544,
3,Z,q4_5,30,mwpm,-,20000,3595,0.17975,0.007370242376121605,0.045277695870026946,
3,Z,q4_5,50,mwpm,-,20000,5224,0.2612,0.0073354758157582745,0.07610361697152257,
3,Z,q4_5,70,mwpm,-,20000,6432,0.3216,0.007307361285734559,0.10704134008847177,
3,Z,q4_5,90,mwpm,-,20000,7411,0.37055,0.007451218136920179,0.13885515392757952,
3,Z,q4_5,110,mwpm,-,20000,8049,0.40245,0.0073734688814143245,0.16840236890129745,
3,Z,q4_5,130,mwpm,-,20000,8558,0.4279,0.007393082325987732,0.20159056899137795,
3,Z,q4_5,150,mwpm,-,20000,8937,0.44685,0.007416085042841303,0.2316219808999449,
3,Z,q4_5,170,mwpm,-,20000,9039,0.45195,0.006842066281803727,0.2664103298448026,
3,Z,q4_5,190,mwpm,-,20000,9525,0.47625,0.00795453451320588,0.30330188502557576,
3,Z,q4_5,210,mwpm,-,20000,9459,0.47295,0.006897039049557463,0.33344415901228786,
3,Z,q4_5,230,mwpm,-,20000,9600,0.48,0.006948817979338773,0.36852444102987647,
3,Z,q4_5,250,mwpm,-,20000,9695,0.48475,0.00693156192113803,0.39625762589275837,
