distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
3,Z,q4_9,1,mwpm,-,20000,37,0.00185,0.0018500000000000183,0.0008267799858003855,
3,Z,q4_9,10,mwpm,-,20000,1198,0.0599,0.006339770525995825,0.016397587023675442,
3,Z,q4_9,13,mwpm,-,20000,1538,0.0769,0.00638197965992493,0.021616480080410838,
3,Z,q4_9,30,mwpm,-,20000,3448,0.1724,0.006997485941046655,0.05087809101678431,
3,Z,q4_9,50,mwpm,-,20000,4958,0.2479,0.00680114331151932,0.08660248899832368,
3,Z,q4_9,70,mwpm,-,20000,6242,0.3121,0.006942058428526299,0.1255066271405667,
3,Z,q4_9,90,mwpm,-,20000,8601,0.43005,0.010808288513246,0.19285407499410212,
3,Z,q4_9,110,mwpm,-,20000,7888,0.3944,0.007018231902729599,0.20072706998325884,
3,Z,q4_9,130,mwpm,-,20000,8616,0.4308,0.007548619929503453,0.2572633109521121,
3,Z,q4_9,150,mwpm,-,20000,8854,0.4427,0.0071691318293808926,0.28699325304478407,
3,Z,q4_9,170,mwpm,-,20000,9104,0.4552,0.0070451880909258024,0.327889195876196,
3,Z,q4_9,190,mwpm,-,20000,9384,0.4692,0.00728092416083298,0.36266600782983005,
3,Z,q4_9,210,mwpm,-,20000,9478,0.4739,0.006980980783372781,0.4069728290196508,
3,Z,q4_9,230,mwpm,-,20000,9847,0.49235,0.009004673457122303,0.5050089859869331,
3,Z,q4_9,250,mwpm,-,20000,9852,0.4926,0.008355651581034351,0.520067075965926,
