distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
3,X,q4_5,1,mwpm,-,20000,42,0.0021,0.0020999999999999908,0.001100851921364665,
3,X,q4_5,10,mwpm,-,20000,1125,0.05625,0.0059318699996778745,0.017962988931685686,
3,X,q4_5,13,mwpm,-,20000,1412,0.0706,0.005820442338777487,0.023720455123111606,
3,X,q4_5,30,mwpm,-,20000,3025,0.15125,0.005968306055327499,0.05694192321971059,
3,X,q4_5,50,mwpm,-,20000,4514,0.2257,0.005967954551661492,0.0962321839760989,
3,X,q4_5,70,mwpm,-,20000,5684,0.2842,0.005965950647249363,0.1431909769307822,
3,X,q4_5,90,mwpm,-,20000,7170,0.3585,0.006963873757334871,0.20058149518445134,
3,X,q4_5,110,mwpm,-,20000,7216,0.3608,0.005778604338784521,0.2321515241637826,
3,X,q4_5,130,mwpm,-,20000,7844,0.3922,0.0058665825288953255,0.27344746701419353,
3,X,q4_5,150,mwpm,-,20000,8281,0.41405,0.005835158234193227,0.3132978861685842,
3,X,q4_5,170,mwpm,-,20000,8548,0.4274,0.005643332229560594,0.3513292339630425,
3,X,q4_5,190,mwpm,-,20000,8889,0.44445,0.005749125103259589,0.4120546109043062,
3,X,q4_5,210,mwpm,-,20000,9168,0.4584,0.005885345462195546,0.43666124111041427,
3,X,q4_5,230,mwpm,-,20000,9393,0.46965,0.006053945928776949,0.48984522093087435,
3,X,q4_5,250,mwpm,-,20000,9518,0.4759,0.006028159073337258,0.5236635140608996,
