distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
3,Z,q4_9,1,mwpm,-,20000,5,0.00025,0.00024999999999997247,0.0004401281476020813,
3,Z,q4_9,10,mwpm,-,20000,1355,0.06775,0.007227453706234843,0.018495303811505437,
3,Z,q4_9,13,mwpm,-,20000,1826,0.0913,0.0076950450246989766,0.025163755053654313,
3,Z,q4_9,30,mwpm,-,20000,3887,0.19435,0.008135871373771197,0.062106761848554015,
3,Z,q4_9,50,mwpm,-,20000,5693,0.28465,0.008352877394058267,0.1066330571193248,
3,Z,q4_9,70,mwpm,-,20000,7000,0.35,0.008526271277988051,0.15134317497722805,
3,Z,q4_9,90,mwpm,-,20000,7826,0.3913,0.008406398616130129,0.19232452497817576,
3,Z,q4_9,110,mwpm,-,20000,8497,0.42485,0.008540410855448377,0.2385459509678185,
3,Z,q4_9,130,mwpm,-,20000,8754,0.4377,0.007946357804385185,0.2837658580392599,
3,Z,q4_9,150,mwpm,-,20000,9263,0.46315,0.008617384538388562,0.3274568859487772,
3,Z,q4_9,170,mwpm,-,20000,9440,0.472,0.00840619141459098,0.3768717998173088,
3,Z,q4_9,190,mwpm,-,20000,9594,0.4797,0.008360852265083651,0.42712027789093554,
3,Z,q4_9,210,mwpm,-,20000,9861,0.49305,0.010077688945656693,0.4695948949083686,
3,Z,q4_9,230,mwpm,-,20000,9819,0.49095,0.00864577610128242,0.5097676110453904,
3,Z,q4_9,250,mwpm,-,20000,9874,0.4937,0.00867203176108211,0.555155121954158,
