distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
7,Z,q6_7,1,mwpm,-,20000,0,0.0,0.0,0.0018509940709918737,
7,Z,q6_7,10,mwpm,-,20000,1331,0.06655,0.007090822215084058,0.3216058169491589,
7,Z,q6_7,13,mwpm,-,20000,1788,0.0894,0.007519370110310952,0.4407024490647018,
7,Z,q6_7,30,mwpm,-,20000,4090,0.2045,0.00868926471811765,1.0955788281280547,
7,Z,q6_7,50,mwpm,-,20000,5966,0.2983,0.008996348145230149,1.921452984912321,
7,Z,q6_7,70,mwpm,-,20000,7235,0.36175,0.009098656635913138,2.7349109819624573,
7,Z,q6_7,90,mwpm,-,20000,8177,0.40885,0.00936726282417788,3.614792871987447,
7,Z,q6_7,110,mwpm,-,20000,8854,0.4427,0.00975052504263002,4.524600232951343,
7,Z,q6_7,130,mwpm,-,20000,9224,0.4612,0.009735463935538535,5.441076599992812,
7,Z,q6_7,150,mwpm,-,20000,9431,0.47155,0.00946414976277321,6.755132792983204,
7,Z,q6_7,170,mwpm,-,20000,9732,0.4866,0.010532637604831196,7.373860972933471,
7,Z,q6_7,190,mwpm,-,20000,9827,0.49135,0.010563264692383889,8.271036555059254,
7,Z,q6_7,210,mwpm,-,20000,9950,0.4975,0.012457232046971467,9.413117952877656,
7,Z,q6_7,230,mwpm,-,20000,9872,0.4936,0.009385383721621843,10.265990172047168,
7,Z,q6_7,250,mwpm,-,20000,9883,0.49415,0.00881765545381702,11.327963957097381,
