distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
3,X,q8_5,1,mwpm,-,20000,10,0.0005,0.0005000000000000004,0.0004436480812728405,
3,X,q8_5,10,mwpm,-,20000,1349,0.06745,0.007193263859279209,0.018655470805242658,
3,X,q8_5,13,mwpm,-,20000,1879,0.09395,0.007941328476865017,0.025717396987602115,
3,X,q8_5,30,mwpm,-,20000,3918,0.1959,0.008219219898518093,0.06225541513413191,
3,X,q8_5,50,mwpm,-,20000,5812,0.2906,0.008628302677293587,0.10555873392149806,
3,X,q8_5,70,mwpm,-,20000,7054,0.3527,0.00865378493863811,0.1504353298805654,
3,X,q8_5,90,mwpm,-,20000,8073,0.40365,0.009064716883602275,0.19450838211923838,
3,X,q8_5,110,mwpm,-,20000,8554,0.4277,0.008713115087479406,0.23878579796291888,
3,X,q8_5,130,mwpm,-,20000,9015,0.45075,0.008835232603804644,0.2831785960588604,
3,X,q8_5,150,mwpm,-,20000,9281,0.46405,0.008698379123675992,0.3348695021122694,
3,X,q8_5,170,mwpm,-,20000,9427,0.47135,0.008339824856514189,0.373916185926646,
3,X,q8_5,190,mwpm,-,20000,9571,0.47855,0.008218246506457583,0.42122698482126,
3,X,q8_5,210,mwpm,-,20000,9771,0.48855,0.008911575883936762,0.47537408699281514,
3,X,q8_5,230,mwpm,-,20000,9895,0.49475,0.00980770617400345,0.5077522408682853,
3,X,q8_5,250,mwpm,-,20000,9975,0.49875,0.011840478755167472,0.5717853070236742,
