distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
7,X,q6_7,1,mwpm,-,20000,0,0.0,0.0,0.0018808739259839058,
7,X,q6_7,10,mwpm,-,20000,1249,0.06245,0.006626552601739721,0.324496490880847,
7,X,q6_7,13,mwpm,-,20000,1898,0.0949,0.008029980170962792,0.43694610008969903,
7,X,q6_7,30,mwpm,-,20000,4146,0.2073,0.008845159785972556,1.1280419959221035,
7,X,q6_7,50,mwpm,-,20000,6096,0.3048,0.00931791668175408,1.9609830118715763,
7,X,q6_7,70,mwpm,-,20000,7338,0.3669,0.009364813685439233,2.7785191249568015,
7,X,q6_7,90,mwpm,-,20000,8280,0.414,0.009684213847238943,3.658103768946603,
7,X,q6_7,110,mwpm,-,20000,8669,0.43345,0.009083095987766965,4.63299529789947,
7,X,q6_7,130,mwpm,-,20000,9208,0.4604,0.009658490616841486,5.561369349947199,
7,X,q6_7,150,mwpm,-,20000,9537,0.47685,0.010137857523336902,6.485724067082629,
7,X,q6_7,170,mwpm,-,20000,9605,0.48025,0.009414516597232803,7.590451949974522,
7,X,q6_7,190,mwpm,-,20000,9609,0.48045,0.00845825340765527,8.453971022972837,
7,X,q6_7,210,mwpm,-,20000,9902,0.4951,0.010892396553378536,9.46880947588943,
7,X,q6_7,230,mwpm,-,20000,9921,0.49605,0.010413704474207364,10.648771400097758,
7,X,q6_7,250,mwpm,-,20000,10065,0.50325,0.5,12.01625510212034,
