distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
3,X,q8_9,1,mwpm,-,20000,5,0.00025,0.00024999999999997247,0.00044718803837895393,
3,X,q8_9,10,mwpm,-,20000,1428,0.0714,0.007645149742659396,0.01862610992975533,
3,X,q8_9,13,mwpm,-,20000,1780,0.089,0.007482481554184073,0.025537272915244102,
3,X,q8_9,30,mwpm,-,20000,3981,0.19905,0.008389878483004709,0.062452358193695545,
3,X,q8_9,50,mwpm,-,20000,5809,0.29045,0.008621265437953385,0.1068925871513784,
3,X,q8_9,70,mwpm,-,20000,6921,0.34605,0.008343742100819063,0.1512785549275577,
3,X,q8_9,90,mwpm,-,20000,7948,0.3974,0.008721757739877378,0.19462999398820102,
3,X,q8_9,110,mwpm,-,20000,8571,0.42855,0.008765931058610454,0.24040974583476782,
3,X,q8_9,130,mwpm,-,20000,8925,0.44625,0.008504778048157968,0.2875507031567395,
3,X,q8_9,150,mwpm,-,20000,9286,0.4643,0.008721235238422054,0.3294453960843384,
3,X,q8_9,170,mwpm,-,20000,9458,0.4729,0.008500657362282449,0.36922326195053756,
3,X,q8_9,190,mwpm,-,20000,9486,0.4743,0.0077501418067357775,0.4257640850264579,
3,X,q8_9,210,mwpm,-,20000,9761,0.48805,0.008811613903797144,0.46054058289155364,
3,X,q8_9,230,mwpm,-,20000,9870,0.4935,0.00935231051765778,0.5102998849470168,
3,X,q8_9,250,mwpm,-,20000,9896,0.4948,0.00904901274001646,0.5588244970422238,
