distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
3,Z,q8_9,1,beliefmatching,-,50000,293,0.00586,0.005859999999999976,0.2517981850542128,
3,Z,q8_9,10,beliefmatching,-,50000,4798,0.09596,0.010541990002670976,49.11709286994301,
3,Z,q8_9,13,beliefmatching,-,50000,6136,0.12272,0.010715076960828906,78.35240613785572,
3,Z,q8_9,30,beliefmatching,-,50000,11749,0.23498,0.010468894713850985,292.12696647900157,
3,Z,q8_9,50,beliefmatching,-,50000,16074,0.32148,0.010193728202649965,567.1175385860261,
3,Z,q8_9,70,beliefmatching,-,50000,19276,0.38552,0.010419949097375758,835.7448295291979,
3,Z,q8_9,90,beliefmatching,-,50000,21650,0.433,0.011042436152720658,1089.5264929940458,
3,Z,q8_9,110,beliefmatching,-,50000,22666,0.45332,0.010663253422470709,1344.5247495630756,
3,Z,q8_9,130,beliefmatching,-,50000,23581,0.47162,0.010913455379911063,1591.7005411200225,
3,Z,q8_9,150,beliefmatching,-,50000,23811,0.47622,0.010050163989846594,1832.0072613870725,
3,Z,q8_9,170,beliefmatching,-,50000,24446,0.48892,0.011079708833302282,2087.3140203300864,
3,Z,q8_9,190,beliefmatching,-,50000,24607,0.49214,0.010809911390876337,2321.302988386946,
3,Z,q8_9,210,beliefmatching,-,50000,24853,0.49706,0.012080706382029072,2581.7530553061515,
3,Z,q8_9,230,beliefmatching,-,50000,24695,0.4939,0.009487781836998554,2819.0464067021385,
3,Z,q8_9,250,beliefmatching,-,50000,24912,0.49824,0.011171886638063289,3065.306713646045,
