distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
3,Z,q6_3,1,beliefmatching,-,50000,137,0.00274,0.00274000000000002,0.22775107203051448,
3,Z,q6_3,10,beliefmatching,-,50000,2650,0.053,0.0055712043671557465,33.37371348682791,
3,Z,q6_3,13,beliefmatching,-,50000,3835,0.0767,0.006364034807449348,55.8751141699031,
3,Z,q6_3,30,beliefmatching,-,50000,9380,0.1876,0.007777602200107092,248.70559063809924,
3,Z,q6_3,50,beliefmatching,-,50000,11259,0.22518,0.005949240856588989,497.2929062759504,
3,Z,q6_3,70,beliefmatching,-,50000,14272,0.28544,0.006006619502650301,773.2079254011624,
3,Z,q6_3,90,beliefmatching,-,50000,17504,0.35008,0.0066471217834320195,1047.2489055809565,
3,Z,q6_3,110,beliefmatching,-,50000,19125,0.3825,0.006539448878193632,1306.010866192868,
3,Z,q6_3,130,beliefmatching,-,50000,20334,0.40668,0.006414550708157274,1564.7773318460677,
3,Z,q6_3,150,beliefmatching,-,50000,22835,0.4567,0.00808871001210787,1817.4502257590648,
3,Z,q6_3,170,beliefmatching,-,50000,22044,0.44088,0.006240258061345538,2063.560875499854,
3,Z,q6_3,190,beliefmatching,-,50000,23342,0.46684,0.007089427630653011,2323.7840910770465,
3,Z,q6_3,210,beliefmatching,-,50000,22636,0.45272,0.005584109132508841,2557.2410094619263,
3,Z,q6_3,230,beliefmatching,-,50000,23275,0.4655,0.005778627869237107,2816.452057617018,
3,Z,q6_3,250,beliefmatching,-,50000,23312,0.46624,0.005361707762871648,3050.1447108690627,
