distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
3,X,q8_9,1,bplsd,-,50000,824,0.01648,0.016479999999999995,0.26339053292758763,
3,X,q8_9,10,bplsd,-,50000,8423,0.16846,0.02012668826509484,13.634554766118526,
3,X,q8_9,13,bplsd,-,50000,10133,0.20266,0.01959537063724992,21.24347689608112,
3,X,q8_9,30,bplsd,-,50000,17907,0.35814,0.020561393162405184,81.18978380016051,
3,X,q8_9,50,bplsd,-,50000,21438,0.42876,0.0191107348480708,152.30162058398128,
3,X,q8_9,70,bplsd,-,50000,23327,0.46654,0.018947770326840585,231.9573017989751,
