distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
3,X,q10_7,1,mwpm-rl,-,50000,217,0.00434,0.0043400000000000105,0.0021545030176639557,
3,X,q10_7,10,mwpm-rl,-,50000,3228,0.06456,0.006864990253643233,0.04541678703390062,
3,X,q10_7,13,mwpm-rl,-,50000,4151,0.08302,0.0069349129714512125,0.06444772006943822,
3,X,q10_7,30,mwpm-rl,-,50000,10880,0.2176,0.009431309009012956,0.20023793494328856,
3,X,q10_7,50,mwpm-rl,-,50000,12997,0.25994,0.00728362004148464,0.24456739984452724,
3,X,q10_7,70,mwpm-rl,-,50000,16050,0.321,0.007283728465306061,0.344036155147478,
3,X,q10_7,90,mwpm-rl,-,50000,18499,0.36998,0.007427172530256876,0.45556359994225204,
3,X,q10_7,110,mwpm-rl,-,50000,20369,0.40738,0.007605665007304807,0.5495777761097997,
3,X,q10_7,130,mwpm-rl,-,50000,21397,0.42794,0.0073951851428532,0.6620920719578862,
3,X,q10_7,150,mwpm-rl,-,50000,22509,0.45018,0.007628512324577008,0.7731802109628916,
3,X,q10_7,170,mwpm-rl,-,50000,23136,0.46272,0.007577729720386783,0.8841775909531862,
3,X,q10_7,190,mwpm-rl,-,50000,23633,0.47266,0.007589849939812543,0.9605514789000154,
3,X,q10_7,210,mwpm-rl,-,50000,23937,0.47874,0.007462279587998943,1.1188209941610694,
3,X,q10_7,230,mwpm-rl,-,50000,24162,0.48324,0.007327544079291315,1.170515068108216,
3,X,q10_7,250,mwpm-rl,-,50000,24350,0.487,0.007246295774652134,1.3300314859952778,
