distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
3,X,q4_5,1,mwpm-rl,-,50000,320,0.0064,0.006400000000000017,0.0024790458846837282,
3,X,q4_5,10,mwpm-rl,-,50000,3779,0.07558,0.008127448298475282,0.05173984100110829,
3,X,q4_5,13,mwpm-rl,-,50000,4994,0.09988,0.008497865049822195,0.07201071293093264,
3,X,q4_5,30,mwpm-rl,-,50000,9588,0.19176,0.007997506213087535,0.16151329898275435,
3,X,q4_5,50,mwpm-rl,-,50000,14191,0.28382,0.00831505074813843,0.27251041983254254,
3,X,q4_5,70,mwpm-rl,-,50000,16994,0.33988,0.008067665231817456,0.38691316707991064,
3,X,q4_5,90,mwpm-rl,-,50000,21121,0.42242,0.010245236845908112,0.5554258187767118,
3,X,q4_5,110,mwpm-rl,-,50000,20920,0.4184,0.008172379226902116,0.6112878338899463,
3,X,q4_5,130,mwpm-rl,-,50000,22054,0.44108,0.008157444534495573,0.7180091000627726,
3,X,q4_5,150,mwpm-rl,-,50000,22927,0.45854,0.008231092893054792,0.8319967519491911,
3,X,q4_5,170,mwpm-rl,-,50000,23453,0.46906,0.008117381030704807,0.9432676259893924,
3,X,q4_5,190,mwpm-rl,-,50000,24175,0.4835,0.008896861850342608,1.0789600850548595,
3,X,q4_5,210,mwpm-rl,-,50000,24303,0.48606,0.008451204120812239,1.1543718238826841,
3,X,q4_5,230,mwpm-rl,-,50000,24466,0.48932,0.008291856405504061,1.3115907080937177,
3,X,q4_5,250,mwpm-rl,-,50000,24662,0.49324,0.008533510309849224,1.391798266908154,
