distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
3,X,q8_9,1,ising,fast,50000,0,nan,nan,0.0,skipped: rounds<2
3,X,q8_9,10,ising,fast,50000,8956,0.17912,0.021692414082759015,26.766987939132378,"R=9,rot=XV"
3,X,q8_9,13,ising,fast,50000,10374,0.20748,0.020198941995679842,35.312751655932516,"R=9,rot=XV"
3,X,q8_9,30,ising,fast,50000,17643,0.35286,0.019977019422872888,83.0277571331244,"R=9,rot=XV"
3,X,q8_9,50,ising,fast,50000,21111,0.42222,0.018265263653420127,138.48236385383643,"R=9,rot=XV"
3,X,q8_9,70,ising,fast,50000,23021,0.46042,0.017792042745646053,195.38885136484168,"R=9,rot=XV"
