distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
3,Z,q6_11,1,mwpm-rl,-,50000,171,0.00342,0.0034199999999999786,0.002768120029941201,
3,Z,q6_11,10,mwpm-rl,-,50000,4024,0.08048,0.00869829544991857,0.046970403054729104,
3,Z,q6_11,13,mwpm-rl,-,50000,5478,0.10956,0.009422915177367763,0.06496613589115441,
3,Z,q6_11,30,mwpm-rl,-,50000,11380,0.2276,0.010020502879854787,0.15430581290274858,
3,Z,q6_11,50,mwpm-rl,-,50000,16212,0.32424,0.010346339926766701,0.2662031229119748,
3,Z,q6_11,70,mwpm-rl,-,50000,19364,0.38728,0.01052829703174435,0.3828831338323653,
3,Z,q6_11,90,mwpm-rl,-,50000,22711,0.45422,0.013107144463260834,0.5342880450189114,
3,Z,q6_11,110,mwpm-rl,-,50000,22582,0.45164,0.01050594099428237,0.5843624630942941,
3,Z,q6_11,130,mwpm-rl,-,50000,23177,0.46354,0.009969997428959876,0.6648471830412745,
3,Z,q6_11,150,mwpm-rl,-,50000,23625,0.4725,0.009575201557238955,0.7655050789471716,
3,Z,q6_11,170,mwpm-rl,-,50000,24405,0.4881,0.010874328622910545,0.9191763598937541,
3,Z,q6_11,190,mwpm-rl,-,50000,24397,0.48794,0.009706426634217669,1.0196701639797539,
3,Z,q6_11,210,mwpm-rl,-,50000,24539,0.49078,0.009417871707567693,1.1327578818891197,
3,Z,q6_11,230,mwpm-rl,-,50000,24448,0.48896,0.008220976469848484,1.3262950500939041,
3,Z,q6_11,250,mwpm-rl,-,50000,24717,0.49434,0.00888252215102825,1.2821884178556502,
