distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
3,X,q2_7,1,beliefmatching,-,50000,290,0.0058,0.005800000000000027,0.2423457051627338,
3,X,q2_7,10,beliefmatching,-,50000,2970,0.0594,0.006283714171940846,32.89241464389488,
3,X,q2_7,13,beliefmatching,-,50000,3998,0.07996,0.006657516738597824,54.24829261214472,
3,X,q2_7,30,beliefmatching,-,50000,8183,0.16366,0.006564617272621087,230.72162931086496,
3,X,q2_7,50,beliefmatching,-,50000,12189,0.24378,0.006641216239895775,504.506857547909,
3,X,q2_7,70,beliefmatching,-,50000,15299,0.30598,0.006716247195937386,776.6805551380385,
3,X,q2_7,90,beliefmatching,-,50000,19796,0.39592,0.008643573312779596,1068.9116279878654,
3,X,q2_7,110,beliefmatching,-,50000,19503,0.39006,0.006837694066264166,1318.4175526238978,
3,X,q2_7,130,beliefmatching,-,50000,21512,0.43024,0.007518087311945476,1570.0853966178838,
3,X,q2_7,150,beliefmatching,-,50000,21807,0.43614,0.006812875118252959,1824.4958635258954,
3,X,q2_7,170,beliefmatching,-,50000,22654,0.45308,0.006911098082544531,2065.2777356959414,
3,X,q2_7,190,beliefmatching,-,50000,23073,0.46146,0.00669921928920042,2329.261694831075,
3,X,q2_7,210,beliefmatching,-,50000,23594,0.47188,0.006805937936683215,2568.2540498850867,
3,X,q2_7,230,beliefmatching,-,50000,23947,0.47894,0.006838097909716678,2808.3175559658557,
3,X,q2_7,250,beliefmatching,-,50000,23977,0.47954,0.006351585101119439,3053.487577555934,
