distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
3,X,q8_5,1,beliefmatching,-,50000,277,0.00554,0.005539999999999989,0.23548111389391124,
3,X,q8_5,10,beliefmatching,-,50000,3460,0.0692,0.007393006300395688,34.799398051109165,
3,X,q8_5,13,beliefmatching,-,50000,4473,0.08946,0.007524906254575914,56.57903250493109,
3,X,q8_5,30,beliefmatching,-,50000,11109,0.22218,0.009698613813754975,264.8385523229372,
3,X,q8_5,50,beliefmatching,-,50000,13406,0.26812,0.007625140281503018,500.7285855929367,
3,X,q8_5,70,beliefmatching,-,50000,19222,0.38444,0.010354272841760936,823.8678734980058,
3,X,q8_5,90,beliefmatching,-,50000,19206,0.38412,0.008056896793208757,1053.5615501089487,
3,X,q8_5,110,beliefmatching,-,50000,20991,0.41982,0.008250864872935249,1326.3095075478777,
3,X,q8_5,130,beliefmatching,-,50000,22010,0.4402,0.00810135210542473,1578.7535573260393,
3,X,q8_5,150,beliefmatching,-,50000,22921,0.45842,0.008221617479044818,1824.3356132919434,
3,X,q8_5,170,beliefmatching,-,50000,23442,0.46884,0.008096879584452155,2065.1978759020567,
3,X,q8_5,190,beliefmatching,-,50000,23947,0.47894,0.00826573774788203,2307.8782738291193,
3,X,q8_5,210,beliefmatching,-,50000,24586,0.49172,0.00966901364706857,2560.0283706991468,
3,X,q8_5,230,beliefmatching,-,50000,24694,0.49388,0.009480800891341346,2823.017137940973,
3,X,q8_5,250,beliefmatching,-,50000,24651,0.49302,0.008470547401309703,3053.2766132480465,
