distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
3,X,q6_3,1,beliefmatching,-,50000,199,0.00398,0.0039799999999999836,0.23397639906033874,
3,X,q6_3,10,beliefmatching,-,50000,2879,0.05758,0.0060801513664969775,32.898661319864914,
3,X,q6_3,13,beliefmatching,-,50000,3950,0.079,0.006570874819702477,55.63621819205582,
3,X,q6_3,30,beliefmatching,-,50000,9151,0.18302,0.007538746466781099,253.01957225007936,
3,X,q6_3,50,beliefmatching,-,50000,11947,0.23894,0.006456529174643955,498.1950877511408,
3,X,q6_3,70,beliefmatching,-,50000,14752,0.29504,0.006329547337656727,763.6206544579472,
3,X,q6_3,90,beliefmatching,-,50000,17486,0.34972,0.0066339742900694,1049.466361348983,
3,X,q6_3,110,beliefmatching,-,50000,19432,0.38864,0.00678015465547166,1310.9769492819905,
3,X,q6_3,130,beliefmatching,-,50000,20293,0.40586,0.00638133285087783,1563.064775991952,
3,X,q6_3,150,beliefmatching,-,50000,21688,0.43376,0.006692551314275097,1811.2745492029935,
3,X,q6_3,170,beliefmatching,-,50000,22103,0.44206,0.006298812415788668,2061.030420362018,
3,X,q6_3,190,beliefmatching,-,50000,22752,0.45504,0.006299025053102092,2313.9035456671845,
3,X,q6_3,210,beliefmatching,-,50000,23899,0.47798,0.007379892813182742,2577.209774176823,
3,X,q6_3,230,beliefmatching,-,50000,24139,0.48278,0.00726954154162146,2814.6193751068786,
3,X,q6_3,250,beliefmatching,-,50000,24002,0.48004,0.006400437072310916,3060.170264723012,
