distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
5,Z,q6_5,1,mwpm,-,50000,53,0.00106,0.0010600000000000054,0.008543536998331547,
5,Z,q6_5,10,mwpm,-,50000,2230,0.0446,0.0046498412284620705,0.24703918700106442,
5,Z,q6_5,13,mwpm,-,50000,2963,0.05926,0.004828570856899417,0.32578411512076855,
5,Z,q6_5,30,mwpm,-,50000,8193,0.16386,0.006574400572359529,0.9119702440220863,
5,Z,q6_5,50,mwpm,-,50000,9558,0.19116,0.0047947102690312216,1.3259396941866726,
5,Z,q6_5,70,mwpm,-,50000,12738,0.25476,0.005062558854559307,2.0815392900258303,
5,Z,q6_5,90,mwpm,-,50000,17687,0.35374,0.006782588618582663,2.947394785936922,
5,Z,q6_5,110,mwpm,-,50000,18159,0.36318,0.005856081193004237,3.4346116590313613,
5,Z,q6_5,130,mwpm,-,50000,19158,0.38316,0.00556039934977931,4.136345359031111,
5,Z,q6_5,150,mwpm,-,50000,19944,0.39888,0.005299383734492902,4.626375471940264,
5,Z,q6_5,170,mwpm,-,50000,21460,0.4292,0.005716334365420461,5.4619984701275826,
5,Z,q6_5,190,mwpm,-,50000,22187,0.44374,0.005716086483538552,6.148148781852797,
5,Z,q6_5,210,mwpm,-,50000,22824,0.45648,0.005779168969003989,6.70610601012595,
5,Z,q6_5,230,mwpm,-,50000,22548,0.45096,0.0050223703964170086,6.831017273943871,
5,Z,q6_5,250,mwpm,-,50000,22801,0.45602,0.004838186074375694,8.445035393116996,
