distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
3,Z,q8_9,1,mwpm,-,50000,295,0.0059,0.005900000000000016,0.002708330051973462,
3,Z,q8_9,10,mwpm,-,50000,5697,0.11394,0.012764992465348401,0.06552438298240304,
3,Z,q8_9,13,mwpm,-,50000,7270,0.1454,0.013042929981082307,0.08609611704014242,
3,Z,q8_9,30,mwpm,-,50000,13581,0.27162,0.012890866170063353,0.19371163798496127,
3,Z,q8_9,50,mwpm,-,50000,18099,0.36198,0.012707816888066159,0.3214580200146884,
3,Z,q8_9,70,mwpm,-,50000,21002,0.42004,0.012923488481974,0.4589084868784994,
3,Z,q8_9,90,mwpm,-,50000,22884,0.45768,0.013532111179330952,0.6010914279613644,
3,Z,q8_9,110,mwpm,-,50000,23844,0.47688,0.013778898617688273,0.7204940100200474,
3,Z,q8_9,130,mwpm,-,50000,24292,0.48584,0.013522196717232482,0.8449910779017955,
3,Z,q8_9,150,mwpm,-,50000,24525,0.4905,0.01303804944319803,1.0006984397768974,
3,Z,q8_9,170,mwpm,-,50000,24839,0.49678,0.01462087137099799,1.1810429880861193,
3,Z,q8_9,190,mwpm,-,50000,24913,0.49826,0.014676917058451866,1.2583747790195048,
3,Z,q8_9,210,mwpm,-,50000,24941,0.49882,0.014197146426893015,1.5748532789293677,
3,Z,q8_9,230,mwpm,-,50000,25135,0.5027,0.5,1.5829408960416913,
3,Z,q8_9,250,mwpm,-,50000,25334,0.50668,0.5,1.8105748791713268,
