distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
3,X,q8_9,1,mwpm-rl,-,50000,836,0.01672,0.016720000000000013,0.0023927860893309116,
3,X,q8_9,10,mwpm-rl,-,50000,6325,0.1265,0.01437385007974773,0.058080659015104175,
3,X,q8_9,13,mwpm-rl,-,50000,7694,0.15388,0.013948757716945537,0.07467054179869592,
3,X,q8_9,30,mwpm-rl,-,50000,15699,0.31398,0.016210625683019175,0.20327351801097393,
3,X,q8_9,50,mwpm-rl,-,50000,18964,0.37928,0.014011280491654121,0.29850570601411164,
3,X,q8_9,70,mwpm-rl,-,50000,21776,0.43552,0.014418403147892112,0.4180216221138835,
3,X,q8_9,90,mwpm-rl,-,50000,23437,0.46874,0.015166704103743378,0.5509301139973104,
3,X,q8_9,110,mwpm-rl,-,50000,23831,0.47662,0.013729465487648584,0.6494154580868781,
3,X,q8_9,130,mwpm-rl,-,50000,24216,0.48432,0.013140480318539205,0.7798141739331186,
3,X,q8_9,150,mwpm-rl,-,50000,24555,0.4911,0.01324980106913387,0.9091680569108576,
3,X,q8_9,170,mwpm-rl,-,50000,24816,0.49632,0.014239466592064542,1.0406384540256113,
3,X,q8_9,190,mwpm-rl,-,50000,24902,0.49804,0.014372704619326437,1.1651450050994754,
3,X,q8_9,210,mwpm-rl,-,50000,25002,0.50004,0.5,1.3739070328883827,
3,X,q8_9,230,mwpm-rl,-,50000,24922,0.49844,0.012387282144295853,1.4204354148823768,
3,X,q8_9,250,mwpm-rl,-,50000,24998,0.49996,0.01851544073957445,1.6425157489720732,
