distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
5,Z,q4_7,1,mwpm,-,50000,63,0.00126,0.0012599999999999834,0.008224484976381063,
5,Z,q4_7,10,mwpm,-,50000,2176,0.04352,0.004532492062410964,0.24240313097834587,
5,Z,q4_7,13,mwpm,-,50000,2863,0.05726,0.004656085645355745,0.31884922995232046,
5,Z,q4_7,30,mwpm,-,50000,6588,0.13176,0.005071986299706066,0.8013808089308441,
5,Z,q4_7,50,mwpm,-,50000,9490,0.1898,0.0047511906340778065,1.3074726809281856,
5,Z,q4_7,70,mwpm,-,50000,12939,0.25878,0.005179406454896618,1.9670811870601028,
5,Z,q4_7,90,mwpm,-,50000,17768,0.35536,0.00684362303492142,2.9272148138843477,
5,Z,q4_7,110,mwpm,-,50000,17187,0.34374,0.005258906672475916,3.2998165891040117,
5,Z,q4_7,130,mwpm,-,50000,19140,0.3828,0.005548698489783843,3.962634368799627,
5,Z,q4_7,150,mwpm,-,50000,19599,0.39198,0.005081639640171665,4.471490758936852,
5,Z,q4_7,170,mwpm,-,50000,20577,0.41154,0.005068423286933188,5.13197651412338,
5,Z,q4_7,190,mwpm,-,50000,21982,0.43964,0.005533056132203229,6.022515693912283,
5,Z,q4_7,210,mwpm,-,50000,21840,0.4368,0.004900361247834717,6.351091743912548,
5,Z,q4_7,230,mwpm,-,50000,22279,0.44558,0.004798298324418804,6.760784002020955,
5,Z,q4_7,250,mwpm,-,50000,22834,0.45668,0.004868133670315966,7.4643301498144865,
