distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
3,Z,q8_9,1,mwpm,-,20000,18,0.0009,0.0009000000000000119,0.0006195020396262407,
3,Z,q8_9,10,mwpm,-,20000,284,0.0142,0.0014384808881321431,0.007982126902788877,
3,Z,q8_9,13,mwpm,-,20000,366,0.0183,0.001432044738591265,0.010643465910106897,
3,Z,q8_9,30,mwpm,-,20000,768,0.0384,0.001330050874993327,0.025657871970906854,
3,Z,q8_9,50,mwpm,-,20000,1319,0.06595,0.0014124847572526411,0.043833506060764194,
3,Z,q8_9,70,mwpm,-,20000,1749,0.08745,0.001371335193279144,0.06220809509977698,
3,Z,q8_9,90,mwpm,-,20000,2237,0.11185,0.001404779754048957,0.08121128403581679,
3,Z,q8_9,110,mwpm,-,20000,2606,0.1303,0.0013704648982010292,0.09636740200221539,
3,Z,q8_9,130,mwpm,-,20000,3001,0.15005,0.0013704945028183424,0.11575334006920457,
3,Z,q8_9,150,mwpm,-,20000,3380,0.169,0.0013730769444406654,0.13216021098196507,
3,Z,q8_9,170,mwpm,-,20000,3747,0.18735,0.0013790469149539963,0.1559397680684924,
3,Z,q8_9,190,mwpm,-,20000,4068,0.2034,0.001372385915790142,0.16675946698524058,
3,Z,q8_9,210,mwpm,-,20000,4405,0.22025,0.0013807370748697423,0.18567510601133108,
3,Z,q8_9,230,mwpm,-,20000,4742,0.2371,0.0013955149214212592,0.2048824680969119,
3,Z,q8_9,250,mwpm,-,20000,4977,0.24885,0.001375220749357975,0.22241173218935728,
