distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
3,X,q2_7,1,mwpm,-,20000,16,0.0008,0.0008000000000000229,0.0006069999653846025,
3,X,q2_7,10,mwpm,-,20000,268,0.0134,0.001356440139328563,0.007955599809065461,
3,X,q2_7,13,mwpm,-,20000,338,0.0169,0.0013207305492238808,0.010374792153015733,
3,X,q2_7,30,mwpm,-,20000,774,0.0387,0.0013408573451078598,0.0260846889577806,
3,X,q2_7,50,mwpm,-,20000,1247,0.06235,0.0013301135963316169,0.04279543296433985,
3,X,q2_7,70,mwpm,-,20000,1872,0.0936,0.0014783117212511243,0.06017331802286208,
3,X,q2_7,90,mwpm,-,20000,2282,0.1141,0.001436985717574113,0.07805220293812454,
3,X,q2_7,110,mwpm,-,20000,2666,0.1333,0.0014073974319295246,0.09965525311417878,
3,X,q2_7,130,mwpm,-,20000,3129,0.15645,0.0014412857598953277,0.11690014693886042,
3,X,q2_7,150,mwpm,-,20000,3501,0.17505,0.0014343944825900845,0.13341049710288644,
3,X,q2_7,170,mwpm,-,20000,3853,0.19265,0.0014291915551227774,0.15586755191907287,
3,X,q2_7,190,mwpm,-,20000,4268,0.2134,0.0014623851008381816,0.1742175449617207,
3,X,q2_7,210,mwpm,-,20000,4583,0.22915,0.0014574976023311037,0.19651610706932843,
3,X,q2_7,230,mwpm,-,20000,4848,0.2424,0.0014396627410045437,0.21246684808284044,
3,X,q2_7,250,mwpm,-,20000,5130,0.2565,0.0014369136267154414,0.231346390908584,
