distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
3,Z,q6_11,1,bplsd,-,20000,16,0.0008,0.0008000000000000229,0.10279260389506817,
3,Z,q6_11,10,bplsd,-,20000,375,0.01875,0.0019074131367838865,2.184243123047054,
3,Z,q6_11,13,bplsd,-,20000,430,0.0215,0.0016876027848378716,3.2118589179590344,
3,Z,q6_11,30,bplsd,-,20000,1006,0.0503,0.0017640043611889533,11.909471709979698,
