distance,basis,orientation,rounds,decoder,model,shots,n_errors,ler,ler_per_cycle,decode_seconds,note
3,Z,q6_3,1,ising,fast,20000,0,nan,nan,0.0,skipped: rounds<2
3,Z,q6_3,10,ising,fast,20000,1024,0.0512,0.0053724653889764,10.781560210045427,"R=9,rot=XV"
3,Z,q6_3,13,ising,fast,20000,1114,0.0557,0.004522045753032111,13.952006711158901,"R=9,rot=XV"
3,Z,q6_3,30,ising,fast,20000,1648,0.0824,0.002992410620960062,32.98461719905026,"R=9,rot=XV"
