distance,basis,orientation,rounds,decoder,model,shots,ler,ler_per_cycle,decode_seconds,note
3,Z,q10_7,1,mwpm,-,50000,0.00534,0.005340000000000011,0.0022599799995077774,
3,Z,q10_7,1,mwpm-rl,-,50000,0.00548,0.005479999999999985,0.002099088997056242,
3,Z,q10_7,10,mwpm,-,50000,0.07984,0.008623396174250453,0.04475218399966252,
3,Z,q10_7,10,mwpm-rl,-,50000,0.0726,0.007783173898951223,0.04581250399860437,
3,Z,q10_7,13,mwpm,-,50000,0.1056,0.009041954442011668,0.062471626999467844,
3,Z,q10_7,13,mwpm-rl,-,50000,0.0915,0.007713580952135368,0.0642160839997814,
3,Z,q10_7,30,mwpm,-,50000,0.19874,0.008373007096369733,0.14363399799913168,
3,Z,q10_7,30,mwpm-rl,-,50000,0.19104,0.007959241390082361,0.14756807400044636,
3,Z,q10_7,50,mwpm,-,50000,0.29112,0.008652736746465162,0.23483877199760173,
3,Z,q10_7,50,mwpm-rl,-,50000,0.27652,0.007988359903303877,0.24217556900111958,
3,Z,q10_7,70,mwpm,-,50000,0.3731,0.009699042094011512,0.3630321169985109,
3,Z,q10_7,70,mwpm-rl,-,50000,0.36624,0.009330142608624747,0.3832521940021252,
3,Z,q10_7,90,mwpm,-,50000,0.40264,0.009007830259640137,0.4528623570004129,
3,Z,q10_7,90,mwpm-rl,-,50000,0.3941,0.00854892120575429,0.46884187499745167,
3,Z,q10_7,110,mwpm,-,50000,0.43144,0.008950281747033717,0.5647883919991727,
3,Z,q10_7,110,mwpm-rl,-,50000,0.42538,0.008572031011211623,0.5771008179981436,
3,Z,q10_7,130,mwpm,-,50000,0.45238,0.008962376914025016,0.6679908110018005,
3,Z,q10_7,130,mwpm-rl,-,50000,0.4477,0.00860815998376202,0.6909908189991256,
3,Z,q10_7,150,mwpm,-,50000,0.46142,0.008467069267469096,0.7600270939983602,
3,Z,q10_7,150,mwpm-rl,-,50000,0.45868,0.008242182034778611,0.7819789620007214,
3,Z,q10_7,170,mwpm,-,50000,0.48278,0.009809947941825992,0.9357173509997665,
3,Z,q10_7,170,mwpm-rl,-,50000,0.48382,0.00998954254710932,0.986806525997963,
3,Z,q10_7,190,mwpm,-,50000,0.48418,0.009005630230672634,0.9551823170004354,
3,Z,q10_7,190,mwpm-rl,-,50000,0.48162,0.008617880680521717,0.9853872929998033,
3,Z,q10_7,210,mwpm,-,50000,0.48776,0.008755526347095144,1.0606639680008811,
3,Z,q10_7,210,mwpm-rl,-,50000,0.48598,0.00843780928915705,1.087534752998181,
3,Z,q10_7,230,mwpm,-,50000,0.4917,0.008830553009775866,1.1455149020002864,
3,Z,q10_7,230,mwpm-rl,-,50000,0.48364,0.007379284316646362,1.1829978280002251,
3,Z,q10_7,250,mwpm,-,50000,0.49248,0.00832401592840043,1.3255883810015803,
3,Z,q10_7,250,mwpm-rl,-,50000,0.4959,0.009515531476853134,1.3614242619987635,
3,Z,q2_7,1,mwpm,-,50000,0.00654,0.00653999999999999,0.002431203000014648,
3,Z,q2_7,1,mwpm-rl,-,50000,0.0062,0.006199999999999983,0.0027435360025265254,
3,Z,q2_7,10,mwpm,-,50000,0.0695,0.007427321163230194,0.040734755999437766,
3,Z,q2_7,10,mwpm-rl,-,50000,0.06706,0.007148848949602327,0.037237754000670975,
3,Z,q2_7,13,mwpm,-,50000,0.09082,0.007650592937716083,0.05308413400052814,
3,Z,q2_7,13,mwpm-rl,-,50000,0.08618,0.007223353659906839,0.048516899998503504,
3,Z,q2_7,30,mwpm,-,50000,0.18864,0.00783231163093645,0.1371727620025922,
3,Z,q2_7,30,mwpm-rl,-,50000,0.18264,0.007519078882042729,0.12349008200180833,
3,Z,q2_7,50,mwpm,-,50000,0.26776,0.007609863393209182,0.2084389880001254,
3,Z,q2_7,50,mwpm-rl,-,50000,0.25786,0.007198597656742023,0.18685489400013466,
3,Z,q2_7,70,mwpm,-,50000,0.3393,0.008042254593538578,0.32453741100107436,
3,Z,q2_7,70,mwpm-rl,-,50000,0.33082,0.0076807158479098026,0.2928533590020379,
3,Z,q2_7,90,mwpm,-,50000,0.40028,0.008877149981450783,0.4326555660009035,
3,Z,q2_7,90,mwpm-rl,-,50000,0.38928,0.008305815389830384,0.37185178000072483,
3,Z,q2_7,110,mwpm,-,50000,0.41096,0.007782086906455599,0.48861870799737517,
3,Z,q2_7,110,mwpm-rl,-,50000,0.40144,0.007327337026657277,0.44031356000050437,
3,Z,q2_7,130,mwpm,-,50000,0.4401,0.008095029864907455,0.5881258720000915,
3,Z,q2_7,130,mwpm-rl,-,50000,0.43068,0.00754205663687274,0.5216472009997233,
