distance,basis,orientation,rounds,decoder,model,shots,ler,ler_per_cycle,decode_seconds,note
3,X,q10_7,1,ising,accurate,50000,nan,nan,0.0,skipped: rounds<2
3,X,q10_7,10,ising,accurate,50000,0.37862,0.06600201092551428,0.48846247399342246,"R=13,rot=XV"
3,X,q10_7,13,ising,accurate,50000,0.41984,0.06567461594750346,0.32738246899680234,"R=13,rot=XV"
3,X,q10_7,30,ising,accurate,50000,0.49534,0.07215755438863775,0.7659771449980326,"R=13,rot=XV"
3,X,q10_7,50,ising,accurate,50000,0.49542,0.04479406706472794,1.2863601920253132,"R=13,rot=XV"
3,X,q10_7,70,ising,accurate,50000,0.49924,0.044266842930611006,2.0306214790034574,"R=13,rot=XV"
3,X,q10_7,90,ising,accurate,50000,0.50052,0.5,2.72794181201607,"R=13,rot=XV"
3,X,q10_7,110,ising,accurate,50000,0.49796,0.024392457762783093,3.51579179498367,"R=13,rot=XV"
3,X,q10_7,130,ising,accurate,50000,0.49914,0.023892702061086957,4.415883833979024,"R=13,rot=XV"
3,X,q10_7,150,ising,accurate,50000,0.49984,0.02611713637186691,4.507279495999683,"R=13,rot=XV"
3,X,q10_7,170,ising,accurate,50000,0.50036,0.5,5.140128038998228,"R=13,rot=XV"
3,X,q10_7,190,ising,accurate,50000,0.5015,0.5,5.704484574001981,"R=13,rot=XV"
3,X,q10_7,210,ising,accurate,50000,0.49954,0.016371538507547134,15.668377623020206,"R=13,rot=XV"
3,X,q10_7,230,ising,accurate,50000,0.5035,0.5,15.453481648000889,"R=13,rot=XV"
3,X,q10_7,250,ising,accurate,50000,0.4986,0.011619138683548025,18.316957001021365,"R=13,rot=XV"
3,X,q2_7,1,ising,accurate,50000,nan,nan,0.0,skipped: rounds<2
3,X,q2_7,10,ising,accurate,50000,0.3511,0.057042077462353846,0.2523122249986045,"R=13,rot=XV"
3,X,q2_7,13,ising,accurate,50000,0.4025,0.05908255499397297,0.32518366500153206,"R=13,rot=XV"
3,X,q2_7,30,ising,accurate,50000,0.48486,0.05501859115886565,0.7616428449982777,"R=13,rot=XV"
3,X,q2_7,50,ising,accurate,50000,0.49784,0.051585467259654905,1.2775833710038569,"R=13,rot=XV"
3,X,q2_7,70,ising,accurate,50000,0.49806,0.03812469420543446,1.834455085976515,"R=13,rot=XV"
3,X,q2_7,90,ising,accurate,50000,0.50154,0.5,2.4152322440058924,"R=13,rot=XV"
3,X,q2_7,110,ising,accurate,50000,0.50038,0.5,7.912355576991104,"R=13,rot=XV"
3,X,q2_7,130,ising,accurate,50000,0.50456,0.5,9.35799973999383,"R=13,rot=XV"
3,X,q2_7,150,ising,accurate,50000,0.49742,0.01725142292751569,10.84413050499279,"R=13,rot=XV"
3,X,q2_7,170,ising,accurate,50000,0.49992,0.025057210854386447,12.23691038499237,"R=13,rot=XV"
3,X,q2_7,190,ising,accurate,50000,0.49878,0.01558294565451257,13.635246810008539,"R=13,rot=XV"
3,X,q2_7,210,ising,accurate,50000,0.49874,0.014045373452100496,14.926279679988511,"R=13,rot=XV"
3,X,q2_7,230,ising,accurate,50000,0.50082,0.5,15.33334922301583,"R=13,rot=XV"
3,X,q2_7,250,ising,accurate,50000,0.4984,0.011358212299853565,18.083295294985874,"R=13,rot=XV"
3,X,q4_5,1,ising,accurate,50000,nan,nan,0.0,skipped: rounds<2
3,X,q4_5,10,ising,accurate,50000,0.37714,0.0654757136180803,0.25063543298165314,"R=13,rot=XV"
3,X,q4_5,13,ising,accurate,50000,0.41796,0.06489941268742483,0.3249337660090532,"R=13,rot=XV"
3,X,q4_5,30,ising,accurate,50000,0.49346,0.06729664507945565,0.7559221490228083,"R=13,rot=XV"
3,X,q4_5,50,ising,accurate,50000,0.49944,0.06353003397775558,1.275657960009994,"R=13,rot=XV"
3,X,q4_5,70,ising,accurate,50000,0.4981,0.03826214161104269,1.824537845008308,"R=13,rot=XV"
3,X,q4_5,90,ising,accurate,50000,0.49858,0.031538891797431856,2.392958768992685,"R=13,rot=XV"
3,X,q4_5,110,ising,accurate,50000,0.50292,0.5,7.8869118350266945,"R=13,rot=XV"
3,X,q4_5,130,ising,accurate,50000,0.50262,0.5,9.329223881999496,"R=13,rot=XV"
3,X,q4_5,150,ising,accurate,50000,0.49822,0.0184445108503159,10.83212693099631,"R=13,rot=XV"
