distance,basis,orientation,rounds,decoder,model,shots,ler,ler_per_cycle,decode_seconds,note
5,X,q4_7,1,ising,fast,50000,nan,nan,0.0,skipped: rounds<2
5,X,q4_7,10,ising,fast,50000,0.4864,0.1513201144678602,0.7486813900177367,"R=9,rot=XV"
5,X,q4_7,13,ising,fast,50000,0.49662,0.15955823995607338,0.6819904200092424,"R=9,rot=XV"
5,X,q4_7,30,ising,fast,50000,0.49896,0.09302089207455277,1.988728728989372,"R=9,rot=XV"
5,X,q4_7,50,ising,fast,50000,0.5016,0.5,3.123217573011061,"R=9,rot=XV"
5,X,q4_7,70,ising,fast,50000,0.5001,0.5,5.959847190999426,"R=9,rot=XV"
5,X,q4_7,90,ising,fast,50000,0.49824,0.03042024244197783,5.690632446989184,"R=9,rot=XV"
5,X,q4_7,110,ising,fast,50000,0.49842,0.025495990071728425,6.0922337770171,"R=9,rot=XV"
5,X,q4_7,130,ising,fast,50000,0.50224,0.5,12.45236955099972,"R=9,rot=XV"
5,X,q4_7,150,ising,fast,50000,0.50136,0.5,14.679155221005203,"R=9,rot=XV"
5,X,q4_7,170,ising,fast,50000,0.49858,0.016952850125353802,17.13459084398346,"R=9,rot=XV"
5,X,q4_7,190,ising,fast,50000,0.50232,0.5,18.052583048003726,"R=9,rot=XV"
5,X,q4_7,210,ising,fast,50000,0.50118,0.5,11.462915480020456,"R=9,rot=XV"
5,X,q4_7,230,ising,fast,50000,0.50096,0.5,23.88906252599554,"R=9,rot=XV"
5,X,q4_7,250,ising,fast,50000,0.50336,0.5,25.85145745999762,"R=9,rot=XV"
5,X,q6_5,1,ising,fast,50000,nan,nan,0.0,skipped: rounds<2
5,X,q6_5,10,ising,fast,50000,0.4967,0.197361345200807,0.5127755459980108,"R=9,rot=XV"
5,X,q6_5,13,ising,fast,50000,0.49334,0.14132500695772382,0.6699727170052938,"R=9,rot=XV"
5,X,q6_5,30,ising,fast,50000,0.50184,0.5,1.6018797630094923,"R=9,rot=XV"
5,X,q6_5,50,ising,fast,50000,0.50004,0.5,2.682465896999929,"R=9,rot=XV"
5,X,q6_5,70,ising,fast,50000,0.50142,0.5,8.186462901008781,"R=9,rot=XV"
5,X,q6_5,90,ising,fast,50000,0.49688,0.027423571998348606,4.949602371983929,"R=9,rot=XV"
5,X,q6_5,110,ising,fast,50000,0.4986,0.026017453314500116,6.0256853440077975,"R=9,rot=XV"
5,X,q6_5,130,ising,fast,50000,0.50014,0.5,14.58961966499919,"R=9,rot=XV"
5,X,q6_5,150,ising,fast,50000,0.50346,0.5,17.24763751399587,"R=9,rot=XV"
5,X,q6_5,170,ising,fast,50000,0.50186,0.5,19.82140382801299,"R=9,rot=XV"
5,X,q6_5,190,ising,fast,50000,0.49614,0.012637397642042691,21.041945389995817,"R=9,rot=XV"
5,X,q6_5,210,ising,fast,50000,0.49956,0.016473899757040167,11.37617631998728,"R=9,rot=XV"
5,X,q6_5,230,ising,fast,50000,0.50096,0.5,26.381612252997,"R=9,rot=XV"
5,X,q6_5,250,ising,fast,50000,0.49882,0.011952994586822419,28.65764445500099,"R=9,rot=XV"
5,X,q6_9,1,ising,fast,50000,nan,nan,0.0,skipped: rounds<2
5,X,q6_9,10,ising,fast,50000,0.48886,0.15820829150654758,0.5266215929877944,"R=9,rot=XV"
5,X,q6_9,13,ising,fast,50000,0.49572,0.15331941183821013,0.6910022880183533,"R=9,rot=XV"
5,X,q6_9,30,ising,fast,50000,0.49592,0.07404896653054283,1.6576566690055188,"R=9,rot=XV"
5,X,q6_9,50,ising,fast,50000,0.49976,0.07086411829777273,2.754864428017754,"R=9,rot=XV"
5,X,q6_9,70,ising,fast,50000,0.49962,0.04875729027439685,8.205201169010252,"R=9,rot=XV"
5,X,q6_9,90,ising,fast,50000,0.50092,0.5,5.041676193010062,"R=9,rot=XV"
5,X,q6_9,110,ising,fast,50000,0.49902,0.027551852491924378,6.153449968987843,"R=9,rot=XV"
5,X,q6_9,130,ising,fast,50000,0.49816,0.021098985789035907,14.906397259008372,"R=9,rot=XV"
5,X,q6_9,150,ising,fast,50000,0.49882,0.019762483596851732,17.602670205989853,"R=9,rot=XV"
5,X,q6_9,170,ising,fast,50000,0.50168,0.5,20.246419170987792,"R=9,rot=XV"
5,X,q6_9,190,ising,fast,50000,0.50378,0.5,21.482488621986704,"R=9,rot=XV"
5,X,q6_9,210,ising,fast,50000,0.50076,0.5,11.680525147006847,"R=9,rot=XV"
5,X,q6_9,230,ising,fast,50000,0.4995,0.014793593984369136,26.6357251520094,"R=9,rot=XV"
5,X,q6_9,250,ising,fast,50000,0.49926,0.012863074060498747,29.178712683991762,"R=9,rot=XV"
5,X,q8_7,1,ising,fast,50000,nan,nan,0.0,skipped: rounds<2
5,X,q8_7,10,ising,fast,50000,0.4949,0.18389597812934977,0.5294796770031098,"R=9,rot=XV"
5,X,q8_7,13,ising,fast,50000,0.4982,0.17566540599961594,0.6897449429961853,"R=9,rot=XV"
5,X,q8_7,30,ising,fast,50000,0.5002,0.5,1.6716018750157673,"R=9,rot=XV"
5,X,q8_7,50,ising,fast,50000,0.50022,0.5,2.739115712000057,"R=9,rot=XV"
5,X,q8_7,70,ising,fast,50000,0.50168,0.5,8.205557329987641,"R=9,rot=XV"
5,X,q8_7,90,ising,fast,50000,0.50054,0.5,4.985816871980205,"R=9,rot=XV"
5,X,q8_7,110,ising,fast,50000,0.49966,0.03207674351294587,6.164838953991421,"R=9,rot=XV"
5,X,q8_7,130,ising,fast,50000,0.50254,0.5,14.883191906992579,"R=9,rot=XV"
5,X,q8_7,150,ising,fast,50000,0.49778,0.01773483752292071,17.51332068699412,"R=9,rot=XV"
5,X,q8_7,170,ising,fast,50000,0.50262,0.5,20.2210001279891,"R=9,rot=XV"
5,X,q8_7,190,ising,fast,50000,0.50266,0.5,21.35107124299975,"R=9,rot=XV"
5,X,q8_7,210,ising,fast,50000,0.4999,0.019873296062228762,11.694789000001037,"R=9,rot=XV"
5,X,q8_7,230,ising,fast,50000,0.50248,0.5,26.690812230022857,"R=9,rot=XV"
5,X,q8_7,250,ising,fast,50000,0.50142,0.5,29.304835517978063,"R=9,rot=XV"
