distance,basis,orientation,rounds,decoder,model,shots,ler,ler_per_cycle,decode_seconds,note
7,X,q6_7,1,ising,fast,50000,nan,nan,0.0,skipped: rounds<2
7,X,q6_7,10,ising,fast,50000,nan,nan,0.0,ising-failed: ValueError
7,X,q6_7,13,ising,fast,50000,nan,nan,0.0,ising-failed: ValueError
7,X,q6_7,30,ising,fast,50000,nan,nan,0.0,ising-failed: ValueError
7,X,q6_7,50,ising,fast,50000,nan,nan,0.0,ising-failed: ValueError
7,X,q6_7,70,ising,fast,50000,nan,nan,0.0,ising-failed: ValueError
7,X,q6_7,90,ising,fast,50000,nan,nan,0.0,ising-failed: ValueError
7,X,q6_7,110,ising,fast,50000,nan,nan,0.0,ising-failed: ValueError
7,X,q6_7,130,ising,fast,50000,nan,nan,0.0,ising-failed: ValueError
7,X,q6_7,150,ising,fast,50000,nan,nan,0.0,ising-failed: ValueError
7,X,q6_7,170,ising,fast,50000,nan,nan,0.0,ising-failed: ValueError
7,X,q6_7,190,ising,fast,50000,nan,nan,0.0,ising-failed: ValueError
7,X,q6_7,210,ising,fast,50000,nan,nan,0.0,ising-failed: ValueError
7,X,q6_7,230,ising,fast,50000,nan,nan,0.0,ising-failed: ValueError
7,X,q6_7,250,ising,fast,50000,nan,nan,0.0,ising-failed: ValueError
