distance,basis,orientation,rounds,decoder,model,shots,ler,ler_per_cycle,decode_seconds,note
5,X,q4_7,1,ising,accurate,50000,nan,nan,0.0,skipped: rounds<2
5,X,q4_7,10,ising,accurate,50000,0.48324,0.1439586776668944,1.0096245679887943,"R=13,rot=XV"
5,X,q4_7,13,ising,accurate,50000,0.49804,0.17353384572218022,1.0243091890006326,"R=13,rot=XV"
5,X,q4_7,30,ising,accurate,50000,0.49918,0.09623240043098324,2.837236315011978,"R=13,rot=XV"
5,X,q4_7,50,ising,accurate,50000,0.5017,0.5,4.504126998013817,"R=13,rot=XV"
5,X,q4_7,70,ising,accurate,50000,0.5029,0.5,6.472366328001954,"R=13,rot=XV"
5,X,q4_7,90,ising,accurate,50000,0.50086,0.5,13.460892555012833,"R=13,rot=XV"
5,X,q4_7,110,ising,accurate,50000,0.499,0.02746507423558031,15.304747988004237,"R=13,rot=XV"
5,X,q4_7,130,ising,accurate,50000,0.50276,0.5,21.14052982899011,"R=13,rot=XV"
5,X,q4_7,150,ising,accurate,50000,0.49724,0.01703432624464507,24.987766748003196,"R=13,rot=XV"
5,X,q4_7,170,ising,accurate,50000,0.5005,0.5,29.436114063981222,"R=13,rot=XV"
5,X,q4_7,190,ising,accurate,50000,0.49836,0.014828081540973814,31.02602979101357,"R=13,rot=XV"
5,X,q4_7,210,ising,accurate,50000,0.50078,0.5,37.839778924011625,"R=13,rot=XV"
5,X,q4_7,230,ising,accurate,50000,0.50396,0.5,42.82682676700642,"R=13,rot=XV"
5,X,q4_7,250,ising,accurate,50000,0.50282,0.5,45.14347534801345,"R=13,rot=XV"
5,X,q6_5,1,ising,accurate,50000,nan,nan,0.0,skipped: rounds<2
5,X,q6_5,10,ising,accurate,50000,0.4937,0.17714534032164087,0.7886165550153237,"R=13,rot=XV"
5,X,q6_5,13,ising,accurate,50000,0.49214,0.13672493891894927,1.0261512089928146,"R=13,rot=XV"
5,X,q6_5,30,ising,accurate,50000,0.49864,0.0893653108216424,2.4410450519935694,"R=13,rot=XV"
5,X,q6_5,50,ising,accurate,50000,0.49978,0.07161026295837974,4.085694820008939,"R=13,rot=XV"
5,X,q6_5,70,ising,accurate,50000,0.49738,0.03613775802883379,5.821869257983053,"R=13,rot=XV"
5,X,q6_5,90,ising,accurate,50000,0.50146,0.5,18.853542039025342,"R=13,rot=XV"
5,X,q6_5,110,ising,accurate,50000,0.50148,0.5,21.342239304009126,"R=13,rot=XV"
5,X,q6_5,130,ising,accurate,50000,0.50118,0.5,26.008852105005644,"R=13,rot=XV"
5,X,q6_5,150,ising,accurate,50000,0.49756,0.01743094420281638,30.51622450200375,"R=13,rot=XV"
5,X,q6_5,170,ising,accurate,50000,0.49946,0.01969229247959836,35.32922478899127,"R=13,rot=XV"
5,X,q6_5,190,ising,accurate,50000,0.50338,0.5,37.009887227992294,"R=13,rot=XV"
5,X,q6_5,210,ising,accurate,50000,0.49764,0.012591007296191892,43.91565327899298,"R=13,rot=XV"
5,X,q6_5,230,ising,accurate,50000,0.50024,0.5,48.09123099799035,"R=13,rot=XV"
5,X,q6_5,250,ising,accurate,50000,0.5006,0.5,50.86021644101129,"R=13,rot=XV"
5,X,q6_9,1,ising,accurate,50000,nan,nan,0.0,skipped: rounds<2
5,X,q6_9,10,ising,accurate,50000,0.49152,0.16740739467960836,0.7931106600153726,"R=13,rot=XV"
5,X,q6_9,13,ising,accurate,50000,0.49596,0.15485495137763416,1.03161857399391,"R=13,rot=XV"
5,X,q6_9,30,ising,accurate,50000,0.49866,0.08956804702983434,2.5030037379765417,"R=13,rot=XV"
5,X,q6_9,50,ising,accurate,50000,0.49842,0.05438095251829789,4.128888403996825,"R=13,rot=XV"
5,X,q6_9,70,ising,accurate,50000,0.49948,0.04673081514491878,5.835734230990056,"R=13,rot=XV"
5,X,q6_9,90,ising,accurate,50000,0.50082,0.5,18.90069306397345,"R=13,rot=XV"
5,X,q6_9,110,ising,accurate,50000,0.50324,0.5,21.40353974699974,"R=13,rot=XV"
5,X,q6_9,130,ising,accurate,50000,0.5021,0.5,26.23240375399473,"R=13,rot=XV"
5,X,q6_9,150,ising,accurate,50000,0.49778,0.01773483752292071,30.798441067017848,"R=13,rot=XV"
5,X,q6_9,170,ising,accurate,50000,0.49824,0.016342527107240434,35.49224486001185,"R=13,rot=XV"
5,X,q6_9,190,ising,accurate,50000,0.49752,0.013770884949273476,37.25782432599226,"R=13,rot=XV"
5,X,q6_9,210,ising,accurate,50000,0.49898,0.014534111478979428,44.005018560012104,"R=13,rot=XV"
5,X,q6_9,230,ising,accurate,50000,0.49946,0.014631210339014378,48.31977566398564,"R=13,rot=XV"
5,X,q6_9,250,ising,accurate,50000,0.50056,0.5,51.335912396985805,"R=13,rot=XV"
5,X,q8_7,1,ising,accurate,50000,nan,nan,0.0,skipped: rounds<2
5,X,q8_7,10,ising,accurate,50000,0.49544,0.18741402512668692,0.7930544000118971,"R=13,rot=XV"
5,X,q8_7,13,ising,accurate,50000,0.49922,0.19587192580895724,1.0264424850174692,"R=13,rot=XV"
5,X,q8_7,30,ising,accurate,50000,0.49484,0.07070154294691039,2.4732703200133983,"R=13,rot=XV"
5,X,q8_7,50,ising,accurate,50000,0.50184,0.5,4.130479946004925,"R=13,rot=XV"
5,X,q8_7,70,ising,accurate,50000,0.50182,0.5,5.839433286018902,"R=13,rot=XV"
5,X,q8_7,90,ising,accurate,50000,0.49928,0.035060703390400405,18.843255390005652,"R=13,rot=XV"
5,X,q8_7,110,ising,accurate,50000,0.49858,0.025956328742474333,21.420595190982567,"R=13,rot=XV"
5,X,q8_7,130,ising,accurate,50000,0.49844,0.021706729528757907,26.220592853991548,"R=13,rot=XV"
5,X,q8_7,150,ising,accurate,50000,0.49942,0.02203100648546008,30.80480401602108,"R=13,rot=XV"
5,X,q8_7,170,ising,accurate,50000,0.49988,0.023923078127495057,35.41198849197826,"R=13,rot=XV"
5,X,q8_7,190,ising,accurate,50000,0.49952,0.017955400868752247,37.151776011975016,"R=13,rot=XV"
5,X,q8_7,210,ising,accurate,50000,0.49772,0.012671042973530167,44.056272315006936,"R=13,rot=XV"
5,X,q8_7,230,ising,accurate,50000,0.50076,0.5,48.43985078399419,"R=13,rot=XV"
5,X,q8_7,250,ising,accurate,50000,0.4967,0.009941213723045572,51.30074793397216,"R=13,rot=XV"
