distance,basis,orientation,rounds,decoder,model,shots,ler,ler_per_cycle,decode_seconds,note
3,X,q10_7,1,mwpm,-,50000,0.00418,0.004180000000000017,0.0022798310019425116,
3,X,q10_7,1,mwpm-rl,-,50000,0.00434,0.0043400000000000105,0.0020773689975612797,
3,X,q10_7,10,mwpm,-,50000,0.07074,0.007569384637133358,0.044174624999868684,
3,X,q10_7,10,mwpm-rl,-,50000,0.06456,0.006864990253643233,0.04490069200255675,
3,X,q10_7,13,mwpm,-,50000,0.09112,0.0076783698474715,0.06309118900026078,
3,X,q10_7,13,mwpm-rl,-,50000,0.08302,0.0069349129714512125,0.06304637799985358,
3,X,q10_7,30,mwpm,-,50000,0.22038,0.009593055001762607,0.18527754999740864,
3,X,q10_7,30,mwpm-rl,-,50000,0.2176,0.009431309009012956,0.19612431900168303,
3,X,q10_7,50,mwpm,-,50000,0.27928,0.008110629228970379,0.2379244129988365,
3,X,q10_7,50,mwpm-rl,-,50000,0.25994,0.00728362004148464,0.24067557800299255,
3,X,q10_7,70,mwpm,-,50000,0.34258,0.008187163156229027,0.33715229099834687,
3,X,q10_7,70,mwpm-rl,-,50000,0.321,0.007283728465306061,0.34142738100126735,
3,X,q10_7,90,mwpm,-,50000,0.3854,0.008117606306755731,0.44664940499933437,
3,X,q10_7,90,mwpm-rl,-,50000,0.36998,0.007427172530256876,0.44787986599840224,
3,X,q10_7,110,mwpm,-,50000,0.42752,0.008702009499773011,0.5264924910006812,
3,X,q10_7,110,mwpm-rl,-,50000,0.40738,0.007605665007304807,0.5287428820010973,
3,X,q10_7,130,mwpm,-,50000,0.44318,0.008294733492001827,0.6259298299992224,
3,X,q10_7,130,mwpm-rl,-,50000,0.42794,0.0073951851428532,0.6340420659980737,
3,X,q10_7,150,mwpm,-,50000,0.46406,0.008699290332779608,0.7280331749971083,
3,X,q10_7,150,mwpm-rl,-,50000,0.45018,0.007628512324577008,0.7336377770006948,
