distance,basis,orientation,rounds,decoder,model,shots,ler,ler_per_cycle,decode_seconds,note
7,Z,q6_7,1,mwpm,-,50000,0.00046,0.00046000000000001595,0.019104031031019986,
7,Z,q6_7,1,mwpm-rl,-,50000,0.0004,0.00040000000000001146,0.021614802069962025,
7,Z,q6_7,10,mwpm,-,50000,0.02716,0.0027847678300706447,0.621961697936058,
7,Z,q6_7,10,mwpm-rl,-,50000,0.0267,0.0027364176609246393,0.6483975109877065,
7,Z,q6_7,13,mwpm,-,50000,0.03998,0.0031950606440669937,0.839475687011145,
7,Z,q6_7,13,mwpm-rl,-,50000,0.03796,0.003027590027427862,0.8757332320092246,
7,Z,q6_7,30,mwpm,-,50000,0.11128,0.00417825776269265,2.2277588580036536,
7,Z,q6_7,30,mwpm-rl,-,50000,0.11222,0.004218270972300042,2.32314945908729,
7,Z,q6_7,50,mwpm,-,50000,0.15284,0.003634946075044887,3.5870761839905754,
7,Z,q6_7,50,mwpm-rl,-,50000,0.15018,0.003559165522378116,3.8311463959980756,
7,Z,q6_7,70,mwpm,-,50000,0.20502,0.00375511766896075,5.326237824978307,
7,Z,q6_7,70,mwpm-rl,-,50000,0.20304,0.003707689334765618,5.576748240040615,
7,Z,q6_7,90,mwpm,-,50000,0.2973,0.0049909294167145846,7.469816718949005,
7,Z,q6_7,90,mwpm-rl,-,50000,0.2993,0.005045464298917113,7.949074644944631,
7,Z,q6_7,110,mwpm,-,50000,0.2931,0.00399474069009792,8.49944521393627,
7,Z,q6_7,110,mwpm-rl,-,50000,0.29494,0.004035019035270704,8.809679719968699,
7,Z,q6_7,130,mwpm,-,50000,0.31352,0.0037790468343892325,9.847449283930473,
7,Z,q6_7,130,mwpm-rl,-,50000,0.31086,0.003724980666500566,10.414357750909403,
7,Z,q6_7,150,mwpm,-,50000,0.35228,0.004047824506947961,11.909934757975861,
7,Z,q6_7,150,mwpm-rl,-,50000,0.35148,0.0040299664707572624,12.641194255906157,
7,Z,q6_7,170,mwpm,-,50000,0.36796,0.0039008893076402096,13.541730029974133,
7,Z,q6_7,170,mwpm-rl,-,50000,0.36934,0.003931548387114736,14.154514398076572,
7,Z,q6_7,190,mwpm,-,50000,0.40724,0.004413543621992366,15.944800019962713,
7,Z,q6_7,190,mwpm-rl,-,50000,0.4072,0.004412419089649122,16.895787925925106,
7,Z,q6_7,210,mwpm,-,50000,0.40884,0.004035984292049544,16.915964561980218,
7,Z,q6_7,210,mwpm-rl,-,50000,0.408,0.004014321119981068,17.793804149026982,
7,Z,q6_7,230,mwpm,-,50000,0.4222,0.004028178850501329,18.916999610955827,
7,Z,q6_7,230,mwpm-rl,-,50000,0.41788,0.003911632998306991,19.840087883989327,
7,Z,q6_7,250,mwpm,-,50000,0.41618,0.00355914496219889,19.99391254305374,
7,Z,q6_7,250,mwpm-rl,-,50000,0.41192,0.0034606932634997922,20.94415770994965,
