distance,basis,orientation,rounds,decoder,model,shots,ler,ler_per_cycle,decode_seconds,note
7,Z,q6_7,1,ising,accurate,50000,nan,nan,0.0,skipped: rounds<2
7,Z,q6_7,10,ising,accurate,50000,0.24022,0.03168984513764672,1.8568465760326944,"R=13,rot=XV"
7,Z,q6_7,13,ising,accurate,50000,0.25352,0.026478030138766318,2.1731909710215405,"R=13,rot=XV"
7,Z,q6_7,30,ising,accurate,50000,0.32406,0.017108207690066934,5.655295545002446,"R=13,rot=XV"
7,Z,q6_7,50,ising,accurate,50000,0.35362,0.012134352202642917,9.072434014000464,"R=13,rot=XV"
7,Z,q6_7,70,ising,accurate,50000,0.4013,0.011456167484346191,14.196056163986214,"R=13,rot=XV"
7,Z,q6_7,90,ising,accurate,50000,0.444,0.012015800514408481,15.537499879021198,"R=13,rot=XV"
7,Z,q6_7,110,ising,accurate,50000,0.44772,0.010158985459672698,18.72539652197156,"R=13,rot=XV"
7,Z,q6_7,130,ising,accurate,50000,0.45808,0.009443696930654555,22.467054260952864,"R=13,rot=XV"
7,Z,q6_7,150,ising,accurate,50000,0.47528,0.00992351930141927,25.666445340961218,"R=13,rot=XV"
7,Z,q6_7,170,ising,accurate,50000,0.48124,0.00956290072760263,29.59321965801064,"R=13,rot=XV"
7,Z,q6_7,190,ising,accurate,50000,0.48644,0.009403821920048905,32.730894365988206,"R=13,rot=XV"
7,Z,q6_7,210,ising,accurate,50000,0.48684,0.00858596476540252,35.59528621297795,"R=13,rot=XV"
7,Z,q6_7,230,ising,accurate,50000,0.49664,0.010757942655857944,39.29840406001313,"R=13,rot=XV"
7,Z,q6_7,250,ising,accurate,50000,0.49284,0.008420485400297495,42.442410859046504,"R=13,rot=XV"
